AM_ID,TA_ID,TAMBON_T,TAMBON_E
2604,260405,บางสมบูรณ์,Bang Sombun
2604,260403,ศรีษะกระบือ,Sisa Krabue
2701,270101,สระแก้ว,Sa Kaeo
2701,270111,หนองบอน,Nong Bon
2701,270102,บ้านแก้ง,Ban Kaeng
2701,270103,ศาลาลำดวน,Sala Lamduan
2701,270106,ท่าเกษม,Tha Kasem
2701,270108,สระขวัญ,Sa Khwan
2701,270104,โคกปี่ฆ้อง,Khok Pi Khong
2701,270105,ท่าแยก,Tha Yaek
2702,270203,ซับมะกรูด,Sap Makrut
2702,270206,เบญจขร,Benchakhon
2702,270207,ไทรทอง,Sai Thong
2702,270202,ไทยอุดม,Thai Udom
2702,270204,ไทรเดี่ยว,Sai Diao
2702,270205,คลองไก่เถื่อน,Khlong Kai Thuean
2702,270201,คลองหาด,Khlong Hat
2703,270302,ทัพเสด็จ,Thap Sadet
2703,270309,โคคลาน,Khot Lan
2703,270307,ทัพไทย,Thap Thai
2703,270301,ตาพระยา,Ta Phraya
2703,270306,ทัพราช,Thappharat
2704,270405,คลองหินปูน,Khlong Hin Pun
2704,270401,วังน้ำเย็น,Wang Nam Yen
2704,270403,ตาหลังใน,Ta Lang Nai
2704,270406,ทุ่งมหาเจริญ,Thung Mahacharoen
2705,270507,หนองแวง,Nong Waeng
2705,270505,หนองน้ำใส,Nong Nam Sai
2705,270501,วัฒนานคร,Watthana Nakhon
2705,270503,ผักขะ,Phak Kha
2705,270511,ห้วยโจด,Huai Chot
2705,270510,หนองตะเคียนบอน,Nong Takhian Bon
2705,270502,ท่าเกวียน,Tha Kwian
2705,270504,โนนหมากเค็ง,Non Mak Kheng
2705,270506,ช่องกุ่ม,Chong Kum
2705,270508,แซร์ออ,Sae-O
2705,270509,หนองหมากฝ้าย,Nong Mak Fai
2706,270601,อรัญประเทศ,Aranya Prathet
2706,270608,บ้านใหม่หนองไทร,Ban Mai Nong Sai
2706,270602,เมืองไผ่,Mueang Phai
2706,270613,บ้านด่าน,Ban Dan
2706,270607,ทับพริก,Thap Phrik
2706,270612,ฟากห้วย,Fak Huai
2706,270605,ท่าข้าม,Tha Kham
2706,270604,คลองน้ำใส,Khlong Nam Sai
2706,270609,ผ่านศึก,Phan Suek
2706,270611,คลองทับจันทร์,Khlong Thap Chan
2706,270610,หนองสังข์,Nong Sang
2706,270606,ป่าไร่,Pa Rai
2706,270603,หันทราย,Han Sai
2707,270701,เขาฉกรรจ์,Khao Chakan
2707,270704,เขาสามสิบ,Khao Sam Sip
2707,270703,พระเพลิง,Phra Phloeng
2707,270702,หนองหว้า,Nong Wa
2708,270801,โคกสูง,Khok Sung
2708,270804,โนนหมากมุ่น,Non Mak Mun
2708,270803,หนองแวง,Nong Waeng
2708,270802,หนองม่วง,Nong Muang
2709,270901,วังสมบูรณ์,Wang Sombun
2709,270902,วังใหม่,Wang Mai
2709,270903,วังทอง,Wang Thong
3001,300105,มะเริง,Maroeng
3001,300123,พะเนา,Phanao
3001,300124,หนองกระทุ่ม,Nong Krathum
3001,300107,ปรุใหญ่,Pru Yai
3001,300122,ตลาด,Talat
3001,300108,หมื่นไวย,Muen Wai
3001,300110,หนองไผ่ล้อม,Nong Phai Lom
3001,300109,พลกรัง,Phon Krang
3001,300103,หนองจะบก,Nong Chabok
3001,300111,หัวทะเล,Hua Thale
3001,300121,สีมุม,Si Mum
3001,300116,จอหอ,Cho Ho
3001,300115,บ้านโพธิ์,Ban Pho
3001,300125,หนองไข่น้ำ,Nong Khai Nam
3001,300112,บ้านเกาะ,Ban Ko
3001,300102,โพธิ์กลาง,Pho Klang
3001,300104,โคกสูง,Khok Sung
3001,300119,หนองบัวศาลา,Nong Bua Sala
3001,300106,หนองระเวียง,Nong Rawiang
3001,300114,พุดซา,Phut Sa
3001,300118,ไชยมงคล,Chai Mongkhon
3001,300120,สุรนารี,Suranari
3001,300117,โคกกรวด,Khok Kruat
3002,300202,เฉลียง,Chaliang
3002,300207,อรพิมพ์,Oraphim
3002,300212,สระว่านพระยา,Sa Wan Phraya
3002,300203,ครบุรี,Khon Buri
3002,300211,ตะแบกบาน,Tabaek Ban
3002,300206,มาบตะโกเอน,Map Tako En
3002,300208,บ้านใหม่,Ban Mai
3002,300201,แชะ,Chae
3002,300210,ครบุรีใต้,Khon Buri Tai
3002,300205,จระเข้หิน,Chorakhe Hin
3002,300209,ลำเพียก,Lamphiak
3002,300204,โคกกระชาย,Khok Krachai
3003,300301,เสิงสาง,Soeng Sang
3003,300304,กุดโบสถ์,Kut Bot
3003,300305,สุขไพบูลย์,Suk Phaibun
3003,300303,โนนสมบูรณ์,Non Sombun
3003,300306,บ้านราษฎร์,Ban Rat
3003,300302,สระตะเคียน,Sa Takhian
3004,300409,ดอนใหญ่,Don Yai
3004,300408,โนนเต็ง,Non Teng
3004,300410,ขามสมบูรณ์,Kham Sombun
3004,300401,เมืองคง,Mueang Khong
3004,300403,เทพาลัย,Thephalai
3004,300404,ตาจั่น,Ta Chan
3004,300407,หนองบัว,Nong Bua
3004,300406,หนองมะนาว,Nong Manao
3004,300402,คูขาด,Khu Khat
3004,300405,บ้านปรางค์,Ban Prang
3005,300502,วังโพธิ์,Wang Pho
3005,300501,บ้านเหลื่อม,Ban Lueam
3005,300504,ช่อระกา,Cho Raka
3005,300503,โคกกระเบื้อง,Khok Krabueang
3006,300603,ทองหลาง,Thong Lang
3006,300607,หนองพลวง,Nong Phluang
3006,300613,หินโคน,Hin Khon
3006,300611,คลองเมือง,Khlong Mueang
3006,300601,จักราช,Chakkarat
3006,300605,หนองขาม,Nong Kham
3006,300604,สีสุก,Si Suk
3006,300610,ศรีละกอ,Si Lako
3007,300701,กระโทก,Krathok
3007,300710,ด่านเกวียน,Dan Kwian
3007,300705,ท่าลาดขาว,Tha Lat Khao
3007,300708,โชคชัย,Chok Chai
3007,300702,พลับพลา,Phlapphla
3007,300709,ละลมใหม่พัฒนา,Lalom Mai Phatthana
3007,300703,ท่าอ่าง,Tha Ang
3007,300704,ทุ่งอรุณ,Thung Arun
3007,300706,ท่าจะหลุง,Tha Chalung
3007,300707,ท่าเยี่ยม,Tha Yiam
3008,300803,ด่านนอก,Dan Nok
3008,300804,ด่านใน,Dan Nai
3008,300818,หนองไทร,Nong Sai
3008,300812,หนองบัวละคร,Nong Bua Lakhon
3008,300807,บ้านแปรง,Ban Praeng
3008,300817,โนนเมืองพัฒนา,Non Mueang Phatthana
3008,300802,ด่านขุนทด,Dan Khun Thot
3008,300811,หนองบัวตะเกียด,Nong Bua Takiat
3008,300801,กุดพิมาน,Kut Phiman
3008,300808,พันชนะ,Phan Chana
3008,300806,บ้านเก่า,Ban Kao
3008,300809,สระจรเข้,Sa Chorakhe
3008,300805,ตะเคียน,Takhian
3008,300813,หินดาด,Hin Dat
3008,300810,หนองกราด,Nong Krat
3008,300815,ห้วยบง,Huai Bong
3009,300908,สายออ,Sai-O
3009,300909,ถนนโพธิ์,Thanon Pho
3009,300906,บ้านวัง,Ban Wang
3009,300904,สำโรง,Samrong
3009,300902,ด่านจาก,Dan Chak
3009,300903,กำปัง,Kampang
3009,300914,มะค่า,Makha
3009,300901,โนนไทย,Non Thai
3009,300905,ค้างพลู,Khang Phlu
3009,300907,บัลลังก์,Banlang
3010,301015,ดอนหวาย,Don Wai
3010,301001,โนนสูง,Non Sung
3010,301003,โตนด,Tanot
3010,301016,ลำมูล,Lammun
3010,301012,ด่านคล้า,Dan Khla
3010,301010,จันอัด,Chan-At
3010,301011,ขามเฒ่า,Kham Thao
3010,301004,บิง,Bing
3010,301006,ธารปราสาท,Than Prasat
3010,301005,ดอนชมพู,Don Chomphu
3010,301002,ใหม่,Mai
3010,301013,ลำคอหงษ์,Lam Kho Hong
3010,301014,เมืองปราสาท,Mueang Prasat
3010,301009,พลสงคราม,Phon Songkhram
3010,301008,มะค่า,Makha
3010,301007,หลุมข้าว,Lum Khao
3011,301107,เมืองเกษตร,Mueang Kaset
3011,301105,พะงาด,Phangat
3011,301103,เมืองนาท,Mueang Nat
3011,301104,ชีวึก,Chiwuek
3011,301102,โนนเมือง,Non Mueang
3011,301106,หนองหัวฟาน,Nong Hua Fan
3011,301101,ขามสะแกแสง,Kham Sakae Saeng
3012,301206,ดอนตะหนิน,Don Tanin
3012,301215,ด่านช้าง,Dan Chang
3012,301224,หนองแจ้งใหญ่,Nong Chaeng Yai
3012,301204,เสมาใหญ่,Sema Yai
3012,301214,กุดจอก,Kut Chok
3012,301201,บัวใหญ่,Bua Yai
3012,301203,ห้วยยาง,Huai Yang
3012,301207,หนองบัวสะอาด,Nong Bua Sa-At
3012,301220,ขุนทอง,Khun Thong
3012,301208,โนนทองหลาง,Non Thong Lang
3013,301301,ประทาย,Prathai
3013,301315,ทุ่งสว่าง,Thung Sawang
3013,301308,หนองค่าย,Nong Khai
3013,301310,ดอนมัน,Don Man
3013,301313,นางรำ,Nang Ram
3013,301307,หนองพลวง,Nong Phluang
3013,301318,เมืองโดน,Mueang Don
3013,301314,โนนเพ็ด,Non Phet
3013,301306,ตลาดไทร,Talat Sai
3013,301317,โคกกลาง,Khok Klang
3013,301309,หันห้วยทราย,Han Huai Sai
3013,301304,วังไม้แดง,Wang Mai Daeng
3013,301303,กระทุ่มราย,Krathum Rai
3014,301419,เกษมทรัพย์,Kasem Sap
3014,301401,เมืองปัก,Mueang Pak
3014,301406,นกออก,Nok Ok
3014,301404,สำโรง,Samrong
3014,301410,งิ้ว,Ngio
3014,301418,สุขเกษม,Suk Kasem
3014,301407,ดอน,Don
3014,301420,บ่อปลาทอง,Bo Pla Thong
3014,301409,ตูม,Tum
3014,301403,โคกไทย,Khok Thai
3014,301416,ภูหลวง,Phu Luang
3014,301412,ลำนางแก้ว,Lam Nang Kaeo
3014,301411,สะแกราช,Sakae Rat
3014,301417,ธงชัยเหนือ,Thong Chai Nuea
3014,301402,ตะคุ,Takhu
3014,301405,ตะขบ,Takhop
3015,301511,ธารละหลอด,Than Lalot
3015,301501,ในเมือง,Nai Mueang
3015,301505,ท่าหลวง,Tha Luang
3015,301502,สัมฤทธิ์,Samrit
3015,301508,นิคมสร้างตนเอง,Nikhom Sang Ton-Eng
3015,301512,หนองระเวียง,Nong Rawiang
3015,301504,กระเบื้องใหญ่,Krabueang Yai
3015,301507,ชีวาน,Chiwan
3015,301510,ดงใหญ่,Dong Yai
3015,301506,รังกาใหญ่,Rang Ka Yai
3015,301509,กระชอน,Krachon
3015,301503,โบสถ์,Bot
3016,301610,ห้วยแคน,Huai Khaen
3016,301602,ทับสวาย,Thap Sawai
3016,301609,ตะโก,Tako
3016,301603,เมืองพลับพลา,Mueang Phlapphla
3016,301607,กงรถ,Kong Rot
3016,301606,งิ้ว,Ngio
3016,301601,ห้วยแถลง,Huai Thalaeng
3016,301605,หินดาด,Hin Dat
3016,301608,หลุ่งประดู่,Lung Pradu
3016,301604,หลุ่งตะเคียน,Lung Takhian
3017,301704,สาหร่าย,Sarai
3017,301714,หนองหลัก,Nong Lak
3017,301701,ชุมพวง,Chum Phuang
3017,301716,โนนตูม,Non Tum
3017,301717,โนนยอ,Non Yo
3017,301702,ประสุข,Prasuk
3017,301710,โนนรัง,Non Rang
3017,301705,ตลาดไทร,Talat Sai
3017,301703,ท่าลาด,Tha Lat
3018,301803,โคราช,Khorat
3018,301806,โค้งยาง,Khong Yang
3018,301804,บุ่งขี้เหล็ก,Bung Khi Lek
3018,301809,นากลาง,Na Klang
3018,301801,สูงเนิน,Sung Noen
3018,301802,เสมา,Sema
3018,301805,โนนค่า,Non Kha
3018,301810,หนองตะไก้,Nong Takai
3018,301808,มะเกลือใหม่,Makluea Mai
3018,301807,มะเกลือเก่า,Makluea Kao
3019,301902,โป่งแดง,Pong Daeng
3019,301903,พันดุง,Phan Dung
3019,301901,ขามทะเลสอ,Kham Thale So
3019,301904,หนองสรวง,Nong Suang
3019,301905,บึงอ้อ,Bueng O
3020,302002,บ้านหัน,Ban Han
3020,302006,กุดน้อย,Kut Noi
3020,302001,สีคิ้ว,Sikhio
3020,302012,หนองบัวน้อย,Nong Bua Noi
3020,302007,หนองน้ำใส,Nong Nam Sai
3020,302009,มิตรภาพ,Mittraphap
3020,302008,วังโรงใหญ่,Wang Rong Yai
3020,302011,ดอนเมือง,Don Mueang
3020,302005,หนองหญ้าขาว,Nong Ya Khao
3020,302010,คลองไผ่,Khlong Phai
3020,302004,ลาดบัวขาว,Lat Bua Khao
3020,302003,กฤษณา,Kritsana
3021,302107,ขนงพระ,Khanong Phra
3021,302110,หนองน้ำแดง,Nong Nam Daeng
3021,302111,วังไทร,Wang Sai
3021,302102,กลางดง,Klang Dong
3021,302103,จันทึก,Chan Thuek
3021,302109,คลองม่วง,Khlong Muang
3021,302101,ปากช่อง,Pak Chong
3021,302106,หนองสาหร่าย,Nong Sarai
3021,302108,โป่งตาลอง,Pong Ta Long
3021,302112,พญาเย็น,Phaya Yen
3021,302104,วังกะทะ,Wang Katha
3021,302105,หมูสี,Mu Si
3022,302209,บ้านใหม่,Ban Mai
3022,302203,ไทยเจริญ,Thai Charoen
3022,302205,แหลมทอง,Laem Thong
3022,302202,สารภี,Saraphi
3022,302206,หนองตะไก้,Nong Takai
3022,302207,ลุงเขว้า,Lung Khwao
3022,302208,หนองไม้ไผ่,Nong Mai Phai
3022,302201,หนองบุนนาก,Nong Bunnak
3022,302204,หนองหัวแรต,Nong Hua Raet
3023,302304,สีสุก,Si Suk
3023,302305,บึงสำโรง,Bueng Samrong
3023,302301,แก้งสนามนาง,Kaeng Sanam Nang
3023,302302,โนนสำราญ,Non Samran
3023,302303,บึงพะไล,Bueng Phalai
3024,302404,วังหิน,Wang Hin
3024,302405,ดอนยาวใหญ่,Don Yao Yai
3024,302403,สำพะเนียง,Sam Phaniang
3024,302402,โนนตาเถร,Non Ta Then
3025,302503,ระเริง,Raroeng
3025,302502,วังหมี,Wang Mi
3025,302501,วังน้ำเขียว,Wang Nam Khiao
3025,302504,อุดมทรัพย์,Udom Sap
3025,302505,ไทยสามัคคี,Thai Samakkhi
3026,302604,วังยายทอง,Wang Yai Thong
3026,302603,บึงปรือ,Bueng Prue
3026,302601,สำนักตะคร้อ,Samnak Takhro
3026,302602,หนองแวง,Nong Waeng
3027,302703,ละหานปลาค้าว,Lahan Pla Khao
3027,302704,โนนอุดม,Non Udom
3027,302702,กระเบื้องนอก,Krabueang Nok
3027,302701,เมืองยาง,Mueang Yang
3028,302801,สระพระ,Sa Phra
3028,302802,มาบกราด,Map Krat
3028,302805,หนองหอย,Nong Hoi
3028,302803,พังเทียม,Phang Thiam
3028,302804,ทัพรั้ง,Thap Rang
3029,302904,ไพล,Phrai
3029,302901,ขุย,Khui
3029,302903,ช่องแมว,Chong Maeo
3029,302902,บ้านยาง,Ban Yang
3030,303001,เมืองพะไล,Mueang Phalai
3030,303004,หนองหว้า,Nong Wa
3030,303002,โนนจาน,Non Chan
3030,303003,บัวลาย,Bua Lai
3031,303101,สีดา,Sida
3031,303102,โพนทอง,Phon Thong
3031,303104,สามเมือง,Sam Mueang
3031,303103,โนนประดู่,Non Pradu
3031,303105,หนองตาดใหญ่,Nong Tat Yai
3032,303203,พระพุทธ,Phraphut
3032,303201,ช้างทอง,Chang Thong
3032,303204,หนองงูเหลือม,Nong Ngu Lueam
3032,303205,หนองยาง,Nong Yang
3032,303202,ท่าช้าง,Tha Chang
3101,310101,ในเมือง,Nai Mueang
3101,310119,บัวทอง,Bua Thong
3101,310113,ถลุงเหล็ก,Thalung Lek
3101,310127,กระสัง,Krasang
3101,310108,บ้านยาง,Ban Yang
3101,310112,พระครู,Phrakhru
3101,310126,กลันทา,Kalantha
3101,310102,อิสาณ,I San
3101,310128,เมืองฝาง,Mueang Fang
3101,310118,สองห้อง,Song Hong
3101,310120,ชุมเห็ด,Chum Het
3101,310122,หลักเขต,Lak Khet
3101,310117,ลุมปุ๊ก,Lumpuk
3101,310125,สะแกซำ,Sakae Sam
3101,310104,บ้านบัว,Ban Bua
3101,310114,หนองตาด,Nong Tat
3101,310106,สวายจึก,Sawai Chik
3101,310105,สะแกโพรง,Sakae Phrong
3101,310103,เสม็ด,Samet
3102,310203,บ้านแพ,Ban Phae
3102,310206,ตูมใหญ่,Tum Yai
3102,310204,พรสำราญ,Phon Samran
3102,310201,คูเมือง,Khu Mueang
3102,310205,หินเหล็กไฟ,Hin Lek Fai
3102,310207,หนองขมาร,Nong Khaman
3102,310202,ปะเคียบ,Pakhiap
3103,310311,ศรีภูมิ,Si Phum
3103,310307,ชุมแสง,Chum Saeng
3103,310306,เมืองไผ่,Mueang Phai
3103,310308,บ้านปรือ,Ban Prue
3103,310310,กันทรารมย์,Kanthararom
3103,310309,ห้วยสำราญ,Huai Samran
3103,310301,กระสัง,Krasang
3103,310304,สูงเนิน,Sung Noen
3103,310305,หนองเต็ง,Nong Teng
3103,310302,ลำดวน,Lamduan
3103,310303,สองชั้น,Song Chan
3104,310426,ทุ่งแสงทอง,Thung Saeng Thong
3104,310408,หนองกง,Nong Kong
3104,310405,ชุมแสง,Chum Saeng
3104,310416,บ้านสิงห์,Ban Sing
3104,310424,หนองยายพิมพ์,Nong Yai Phim
3104,310427,หนองโสน,Nong Sano
3104,310425,หัวถนน,Hua Thanon
3104,310415,ก้านเหลือง,Kan Lueang
3104,310418,ทรัพย์พระยา,Sap Phraya
3104,310413,ถนนหัก,Thanon Hak
3104,310414,หนองไทร,Nong Sai
3104,310406,หนองโบสถ์,Nong Bot
3104,310417,ลำไทรโยง,Lam Sai Yong
3104,310403,สะเดา,Sadao
3104,310401,นางรอง,Nang Rong
3105,310501,หนองกี่,Nong Ki
3105,310507,ทุ่งกระเต็น,Thung Kraten
3105,310508,ท่าโพธิ์ชัย,Tha Pho Chai
3105,310510,บุกระสัง,Bu Krasang
3105,310506,ทุ่งกระตาดพัฒนา,Thung Kratat Phatthana
3105,310502,เย้ยปราสาท,Yoei Prasat
3105,310509,โคกสูง,Khok Sung
3105,310505,โคกสว่าง,Khok Sawang
3105,310503,เมืองไผ่,Mueang Phai
3105,310504,ดอนอะราง,Don Arang
3106,310610,หนองตระครอง,Nong Takhrong
3106,310611,โคกว่าน,Khok Wan
3106,310601,ละหานทราย,Lahan Sai
3106,310603,ตาจง,Ta Chong
3106,310604,สำโรงใหม่,Samrong Mai
3106,310607,หนองแวง,Nong Waeng
3107,310720,ประทัดบุ,Prathat Bu
3107,310718,โคกมะขาม,Khok Makham
3107,310708,โคกย่าง,Khok Yang
3107,310721,สี่เหลี่ยม,Si Liam
3107,310719,โคกตูม,Khok Tum
3107,310710,โคกม้า,Khok Ma
3107,310705,ละเวี้ย,Lawia
3107,310716,หนองบอน,Nong Bon
3107,310713,ไพศาล,Phaisan
3107,310714,ตะโกตาพิ,Tako Taphi
3107,310702,แสลงโทน,Salaeng Thon
3107,310701,ประโคนชัย,Prakhon Chai
3107,310703,บ้านไทร,Ban Sai
3107,310706,จรเข้มาก,Chorakhe Mak
3107,310707,ปังกู,Pang Ku
3107,310715,เขาคอก,Khao Khok
3108,310806,หินลาด,Hin Lat
3108,310809,เขาดินเหนือ,Khao Din Nuea
3108,310801,บ้านกรวด,Ban Kruat
3108,310802,โนนเจริญ,Non Charoen
3108,310805,สายตะกู,Sai Taku
3108,310808,จันทบเพชร,Chanthabophet
3108,310804,ปราสาท,Prasat
3108,310807,บึงเจริญ,Bueng Charoen
3108,310803,หนองไม้งาม,Nong Mai Ngam
3109,310906,บ้านเป้า,Ban Pao
3109,310907,บ้านแวง,Ban Waeng
3109,310910,หายโศก,Hai Sok
3109,310902,มะเฟือง,Mafueang
3109,310901,พุทไธสง,Phutthaisong
3109,310903,บ้านจาน,Ban Chan
3109,310909,บ้านยาง,Ban Yang
3110,311001,ลำปลายมาศ,Lam Plai Mat
3110,311015,บุโพธิ์,Bu Pho
3110,311016,หนองโดน,Nong Don
3110,311005,ตลาดโพธิ์,Talat Pho
3110,311002,หนองคู,Nong Khu
3110,311014,หนองบัวโคก,Nong Bua Khok
3110,311013,หินโคน,Hin Khon
3110,311011,ผไทรินทร์,Phathai Rin
3110,311008,โคกสะอาด,Khok Sa-At
3110,311004,ทะเมนชัย,Thamenchai
3110,311010,บ้านยาง,Ban Yang
3110,311009,เมืองแฝก,Mueang Faek
3110,311003,แสลงพัน,Salaeng Phan
3110,311012,โคกล่าม,Khok Lam
3110,311006,หนองกระทิง,Nong Kathing
3110,311007,โคกกลาง,Khok Klang
3111,311109,ดอนมนต์,Don Mon
3111,311115,กระสัง,Krasang
3111,311114,สนามชัย,Sanam Chai
3111,311105,หนองใหญ่,Nong Yai
3111,311103,ทุ่งวัง,Thung Wang
3111,311101,สตึก,Satuek
3111,311104,เมืองแก,Mueang Kae
3111,311102,นิคม,Nikhom
3111,311111,ท่าม่วง,Tha Muang
3111,311112,สะแก,Sakae
3111,311110,ชุมแสง,Chum Saeng
3111,311106,ร่อนทอง,Ron Thong
3112,311203,หนองบัว,Nong Bua
3112,311202,ไทยเจริญ,Thai Charoen
3112,311201,ปะคำ,Pakham
3112,311205,หูทำนบ,Hu Thamnop
3112,311204,โคกมะม่วง,Khok Mamuang
3113,311305,ศรีสว่าง,Si Sawang
3113,311304,ดอนกอก,Don Kok
3113,311303,บ้านดู่,Ban Du
3113,311301,นาโพธิ์,Na Pho
3113,311302,บ้านคู,Ban Khu
3114,311407,สระทอง,Sa Thong
3114,311401,สระแก้ว,Sa Kaeo
3114,311404,หนองชัยศรี,Nong Chai Si
3114,311406,เมืองฝ้าย,Mueang Fai
3114,311405,เสาเดียว,Sao Diao
3114,311403,ไทยสามัคคี,Thai Samakkhi
3114,311402,ห้วยหิน,Huai Hin
3115,311503,ป่าชัน,Pa Chan
3115,311505,สำโรง,Samrong
3115,311504,สะเดา,Sadao
3115,311502,โคกขมิ้น,Khok Khamin
3115,311501,จันดุม,Chan Dum
3116,311608,ห้วยราชา,Huai Racha
3116,311602,สามแวง,Sam Waeng
3116,311601,ห้วยราช,Huai Rat
3116,311607,เมืองโพธิ์,Mueang Pho
3116,311604,บ้านตะโก,Ban Tako
3116,311603,ตาเสา,Ta Sao
3116,311605,สนวน,Sanuan
3116,311606,โคกเหล็ก,Khok Lek
3117,311703,โกรกแก้ว,Krok Kaeo
3117,311704,ดงอีจาน,Dong I Chan
3117,311702,ทุ่งจังหัน,Thung Changhan
3117,311701,โนนสุวรรณ,Non Suwan
3118,311806,โคกสนวน,Khok Sanuan
3118,311801,ชำนิ,Chamni
3118,311802,หนองปล่อง,Nong Plong
3118,311805,ละลวด,Laluat
3118,311803,เมืองยาง,Mueang Yang
3118,311804,ช่อผกา,Cho Phaka
3119,311904,กู่สวนแตง,Ku Suan Taeng
3119,311905,หนองเยือง,Nong Yueang
3119,311903,แดงใหญ่,Daeng Yai
3119,311902,ทองหลาง,Thong Lang
3119,311901,หนองแวง,Nong Waeng
3120,312002,ส้มป่อย,Som Poi
3120,312001,โนนดินแดง,Non Din Daeng
3120,312003,ลำนางรอง,Lam Nang Rong
3121,312103,วังเหนือ,Wang Nuea
3121,312104,โนนขวาง,Non Khwang
3121,312101,บ้านด่าน,Ban Dan
3121,312102,ปราสาท,Prasat
3122,312204,หัวฝาย,Hua Fai
3122,312202,ดงพลอง,Dong Phlong
3122,312201,แคนดง,Khaen Dong
3122,312203,สระบัว,Sa Bua
3123,312305,ยายแย้มวัฒนา,Yai Yaem Watthana
3123,312301,เจริญสุข,Charoen Suk
3123,312302,ตาเป๊ก,Ta Pek
3123,312304,ถาวร,Thawon
3123,312303,อีสานเขต,Isan Khet
3201,320101,ในเมือง,Nai Mueang
3201,320102,ตั้งใจ,Tang Chai
3201,320112,คอโค,Kho Kho
3201,320125,แสลงพันธ์,Salaeng Phan
3201,320126,กาเกาะ,Ka Ko
3201,320121,บุฤาษี,Bu Ruesi
3201,320122,ตระแสง,Trasaeng
3201,320120,ราม,Ram
3201,320111,นอกเมือง,Nok Mueang
3201,320110,แกใหญ่,Kae Yai
3201,320109,สำโรง,Samrong
3201,320103,เพี้ยราม,Phia Ram
3201,320119,เมืองที,Mueang Thi
3201,320106,สลักได,Salak Dai
3201,320116,เทนมีย์,Then Mi
3201,320118,นาบัว,Na Bua
3201,320114,เฉนียง,Chaniang
3201,320107,ตาอ็อง,Ta-Ong
3201,320113,สวาย,Sawat
3201,320104,นาดี,Na Di
3201,320105,ท่าสว่าง,Tha Sawang
3202,320209,หนองเรือ,
3202,320204,ศรีณรงค์,Si Narong
3202,320207,สระขุด,Sa Khut
3202,320205,ยะวึก,Yawuek
3202,320208,กระเบื้อง,Krabueang
3202,320206,เมืองบัว,Mueang Bua
3202,320203,ไพรขลา,Phrai Khla
3202,320202,นาหนองไผ่,Na Nong Phai
3202,320201,ชุมพลบุรี,Chumphon Buri
3203,320309,หนองเมธี,Nong Methi
3203,320307,หนองบัว,Nong Bua
3203,320305,เมืองแก,Mueang Kae
3203,320308,บัวโคก,Bua Khok
3203,320303,พรมเทพ,Phrom Thep
3203,320306,บะ,Ba
3203,320302,กระโพ,Krapho
3203,320301,ท่าตูม,Tha Tum
3203,320304,โพนครก,Phon Khrok
3203,320310,ทุ่งกุลา,Thung Kula
3204,320409,เป็นสุข,Pen Suk
3204,320403,กระหาด,Krahat
3204,320407,ลุ่มระวี,Lum Rawi
3204,320405,หนองสนิท,Nong Sanit
3204,320406,บ้านผือ,Ban Phue
3204,320408,ชุมแสง,Chum Saeng
3204,320404,บุแกรง,Bu Kraeng
3204,320401,จอมพระ,Chom Phra
3204,320402,เมืองลีง,Mueang Lueng
3205,320503,ไพล,Phrai
3205,320517,สมุด,Samut
3205,320513,ปราสาททนง,Prasat Thanong
3205,320518,ประทัดบุ,Prathat Bu
3205,320502,ทมอ,Thamo
3205,320512,เชื้อเพลิง,Chue Phloeng
3205,320516,กันตรวจระมวล,Kanta Wacharamuan
3205,320515,บ้านพลวง,Ban Phluang
3205,320501,กังแอน,Kang Aen
3205,320505,ทุ่งมน,Thung Mon
3205,320514,ตานี,Tani
3205,320510,บ้านไทร,Ban Sai
3205,320509,โคกสะอาด,Khok Sa-At
3205,320507,หนองใหญ่,Nong Yai
3205,320504,ปรือ,Prue
3205,320506,ตาเบา,Ta Bao
3205,320511,โชคนาสาม,Chok Na Sam
3205,320508,โคกยาง,Khok Yang
3206,320604,คูตัน,Khu Tan
3206,320610,ตะเคียน,Takhian
3206,320605,ด่าน,Dan
3206,320601,กาบเชิง,Kap Choeng
3206,320606,แนงมุด,Naeng Mut
3206,320607,โคกตะเคียน,Khok Takhian
3207,320702,ธาตุ,That
3207,320715,ยางสว่าง,Yang Sawang
3207,320703,แก,Kae
3207,320713,น้ำเขียว,Nam Khiao
3207,320705,หนองบัวทอง,Nong Bua Thong
3207,320711,เบิด,Boet
3207,320706,หนองบัวบาน,Nong Bua Ban
3207,320709,ไผ่,Phai
3207,320716,ทับใหญ่,Thap Yai
3207,320701,รัตนบุรี,Rattana Buri
3207,320714,กุดขาคีม,Kut Kha Khim
3207,320704,ดอนแรด,Don Raet
3208,320806,หัวงัว,Hua Ngua
3208,320807,หนองอียอ,Nong I Yo
3208,320803,หนองระฆัง,Nong Rakhang
3208,320804,นานวน,Na Nuan
3208,320805,แคน,Khaen
3208,320801,สนม,Sanom
3208,320802,โพนโก,Phon Ko
3209,320913,นารุ่ง,Na Rung
3209,320912,ขวาวใหญ่,Khwao Yai
3209,320907,คาละแมะ,Khalamae
3209,320904,ยาง,Yang
3209,320915,ผักไหม,Phak Mai
3209,320909,หนองขวาว,Nong Khwao
3209,320901,ระแงง,Ra-Ngaeng
3209,320911,กุดหวาย,Kut Wai
3209,320906,หนองบัว,Nong Bua
3209,320902,ตรึม,Truem
3209,320914,ตรมไพร,Trom Phrai
